transponder_id,loop,utcTimestamp,utcTime,lapTime,lapSpeed,maxSpeed,cameraPreset,cameraPan,cameraTilt,cameraZoom,eventName,recSegmentId,trackedRider
SC98900,L03,1739549260.091,2025-02-14 16:07:40.091000,23.341,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,PX83485
GN87210,L05,1739549261.477,2025-02-14 16:07:41.477000,27.879,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,PX83485
GT49254,L01,1739549261.786,2025-02-14 16:07:41.786000,27.679,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,PX83485
RR01344,L04,1739549262.069,2025-02-14 16:07:42.069000,26.128,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,PX83485
FF30660,L04,1739549262.402,2025-02-14 16:07:42.402000,131.124,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,PX83485
PX83485,L02,1739549262.245,2025-02-14 16:07:42.245000,26.001,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,PX83485
GN87210,L06,1739549262.513,2025-02-14 16:07:42.513000,27.818,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,PX83485
GR11874,L04,1739549262.591,2025-02-14 16:07:42.591000,25.706,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,PX83485
PX83485,L03,1739549264.0,2025-02-14 16:07:44.000000,26.068,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GT49254,L02,1739549265.032,2025-02-14 16:07:45.032000,24.684,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
SC98900,L04,1739549265.342,2025-02-14 16:07:45.342000,23.346,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GT49254,L03,1739549266.476,2025-02-14 16:07:46.476000,24.42,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
RR01344,L05,1739549266.556,2025-02-14 16:07:46.556000,26.165,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
FF30660,L05,1739549266.837,2025-02-14 16:07:46.837000,26.173,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GR11874,L05,1739549267.095,2025-02-14 16:07:47.095000,25.764,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
RR01344,L06,1739549267.566,2025-02-14 16:07:47.566000,26.168,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
FF30660,L06,1739549267.834,2025-02-14 16:07:47.834000,26.145,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GR11874,L06,1739549268.069,2025-02-14 16:07:48.069000,25.811,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
SC98900,L05,1739549269.228,2025-02-14 16:07:49.228000,23.308,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
PX83485,L04,1739549270.029,2025-02-14 16:07:50.029000,26.292,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
SC98900,L06,1739549270.181,2025-02-14 16:07:50.181000,23.294,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GN87210,L07,1739549270.574,2025-02-14 16:07:50.574000,27.65,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GT49254,L04,1739549271.724,2025-02-14 16:07:51.724000,37.617,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GN87210,L01,1739549272.609,2025-02-14 16:07:52.609000,27.644,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
PX83485,L05,1739549274.531,2025-02-14 16:07:54.531000,26.504,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
RR01344,L07,1739549275.078,2025-02-14 16:07:55.078000,26.015,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
FF30660,L07,1739549275.351,2025-02-14 16:07:55.351000,26.017,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GT49254,L05,1739549275.725,2025-02-14 16:07:55.725000,23.613,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GR11874,L07,1739549275.576,2025-02-14 16:07:55.576000,25.976,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
PX83485,L06,1739549275.637,2025-02-14 16:07:55.637000,26.539,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GT49254,L06,1739549276.633,2025-02-14 16:07:56.633000,23.569,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GN87210,L02,1739549276.522,2025-02-14 16:07:56.522000,27.678,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
RR01344,L01,1739549276.946,2025-02-14 16:07:56.946000,26.041,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
SC98900,L07,1739549277.018,2025-02-14 16:07:57.018000,23.331,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
FF30660,L01,1739549277.208,2025-02-14 16:07:57.208000,25.996,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GR11874,L01,1739549277.449,2025-02-14 16:07:57.449000,26.003,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GN87210,L03,1739549278.254,2025-02-14 16:07:58.254000,27.708,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
SC98900,L01,1739549278.601,2025-02-14 16:07:58.601000,23.335,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
RR01344,L02,1739549280.517,2025-02-14 16:08:00.517000,26.016,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
FF30660,L02,1739549280.771,2025-02-14 16:08:00.771000,25.946,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GR11874,L02,1739549281.072,2025-02-14 16:08:01.072000,26.032,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
SC98900,L02,1739549281.926,2025-02-14 16:08:01.926000,23.366,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
RR01344,L03,1739549282.102,2025-02-14 16:08:02.102000,26.002,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
FF30660,L03,1739549282.354,2025-02-14 16:08:02.354000,25.929,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GR11874,L03,1739549282.669,2025-02-14 16:08:02.669000,26.013,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GT49254,L07,1739549283.405,2025-02-14 16:08:03.405000,23.305,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
SC98900,L03,1739549283.461,2025-02-14 16:08:03.461000,23.37,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
PX83485,L07,1739549283.598,2025-02-14 16:08:03.598000,26.818,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GN87210,L04,1739549284.714,2025-02-14 16:08:04.714000,27.819,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GT49254,L01,1739549285.061,2025-02-14 16:08:05.061000,23.275,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
PX83485,L01,1739549285.437,2025-02-14 16:08:05.437000,26.906,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
RR01344,L04,1739549288.116,2025-02-14 16:08:08.116000,26.047,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GT49254,L02,1739549288.305,2025-02-14 16:08:08.305000,23.273,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
FF30660,L04,1739549288.386,2025-02-14 16:08:08.386000,25.984,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GR11874,L04,1739549288.596,2025-02-14 16:08:08.596000,26.005,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
SC98900,L04,1739549288.762,2025-02-14 16:08:08.762000,23.42,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
PX83485,L02,1739549289.313,2025-02-14 16:08:09.313000,27.068,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660
GN87210,L05,1739549289.56,2025-02-14 16:08:09.560000,28.083,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,FF30660

